cluster,user_pseudo_id,product_id_name,product_category_list,product_category_2_list,recency,frequency,monetary
0,1153994813.1710348,"{'8905134927211': 'White Solid Lace Bottom', ' 8905724010514': ' Yellow Solid Embroidered Straight Top', ' 8905724012808': ' Mustard Solid Embroidered Straight Top', ' 8905724010651': ' Yellow Solid Embroidered Shirt Style Tunic', ' 8905724008900': ' Wine Solid Straight Top'}","['Bottoms', ' Tops']",['All Clothing'],81,1,6749.0
3,24182064.170878496,"{'8905134927242': 'Pop Of Pink top', ' 8905724181061': ' Sage Green Solid Straight Top', ' 8905724236495': ' Aqua Dobby Embroidered Straight Top', ' 8905724009679': ' Fiesta top', ' 8905724009723': ' Mint Floral Gathered Fit And Flare Top', ' 8905724367830': ' Twilight Waters Blouson Top', ' 8905724017292': ' Aqua Solid Flared Top', ' 8905724374432': ' Aasma dress', ' 8905724369636': ' Solid Embroidered Straight Tunic'}","['Dresses', ' Tops']",['All Clothing'],99,1,10330.0
1,1340480442.170706,{'8905134927266': 'Sage Green Solid Straight Top'},['Tops'],['All Clothing'],119,1,1135.0
0,901465370.1711155,"{'8905134927280': 'Teal Ethnic Motifs Straight Kurta', ' 8905134644873': ' Sage Green Solid Straight Top', ' 8905134657453': ' Solid Asymmetric Tunic'}","['Kurtas', ' Tops']","['All Clothing', ' Kurtas &amp; Kurta Sets']",71,1,3750.0
1,990904453.1706675,"{'8905134927334': 'Pink Floral Fit & Flare Tunic', ' 8905134772217': ' Sage Green Floral Flared Tunic', ' 8905134821144': ' Indigo Floral Straight Tunic'}","['Tops', ' Kurtas']","['Kurtas &amp; Kurta Sets', ' All Clothing']",123,1,2961.0
0,1420654538.1692896,"{'8905134927433': 'Twilight Waters Blouson Top', ' 8905724369636': ' Indigo Solid Straight Top'}",['Tops'],['All Clothing'],74,1,2195.0
1,345316314.1697981,"{'8905134927457': 'Black Stripes Longline Bottom', ' 8905724154058': ' Indigo Solid Straight Top', ' 8905134315834': ' Teal Cerulean Embroidered Coord Set', ' 8905134902515': ' Silver Brass Earring', ' 8905724206580': ' Pink Brass Beads Necklace', ' 8905134849582': ' Pink Solid Flared Dress'}","['Tops', ' Jewellery', ' (not set)', ' Kurta Sets', ' Dresses']","['Kurtas &amp; Kurta Sets', ' All Accessories', ' (not set)', ' All Clothing']",94,1,7120.0
1,716822131.1707392,{'8905134929529': 'Dark Pink Ethnic Motifs Straight Suit'},['Co-Ord Sets'],['Diwali Sale Upto 70% off'],115,1,2250.0
0,1183488171.171112,{'8905134929604': 'Purple Foil Print Flounce Suit'},['Co-Ord Sets'],['Diwali Sale Upto 70% off'],72,1,2500.0
3,889250157.1635027,{'8905134929741': 'Dark Green Ethnic Motifs Straight Suit'},['Kurta Sets'],['Kurtas &amp; Kurta Sets'],72,1,8500.0
3,2029638088.1669672,{'8905134929765': 'Dark Green Ethnic Motifs Straight Suit'},['Kurta Sets'],['Kurtas &amp; Kurta Sets'],56,2,18490.0
3,2029638088.1669672,{'8905724479731': 'Embroidered Yellow Kurta Set'},['Kurta Sets'],['Kurtas &amp; Kurta Sets'],56,2,18490.0
0,1822783285.170636,{'8905134929819': 'Wine Ethnic Motifs Flared Gown'},['Dresses'],['All Clothing'],85,1,2250.0
1,981888361.1706681,"{'8905134930051': 'Gold Jacquard Festive Top', ' 8905134912644': ' Red Floral Na Tie-Ups Skirt', ' 8905134707677': ' Beige Floral Flared Slip-On Top', ' 8905134944690': ' Multi Coloured Scarf\xa0'}","['Scarves &amp; Stoles', ' Tops', ' Bottoms']","['All Accessories', ' All Clothing']",123,1,2970.0
3,476687885.17078793,"{'8905134930099': 'Yellow Floral Flounce Set-2', ' 8905724194672': ' Purple Ethnic Motifs Flared Gown', ' 8905724197086': ' Hot Pink Tassels Ethnic Motifs Gown', ' 8905134917458': ' Breezy Blue Floral Dress', ' 8905134833048': ' Pink Lace Floral Suit', ' 8905724372919': ' Pink Crop Top-Skirt Set', ' 8907641543809': ' Aqua Lace Floral Suit', ' 8905134833109': ' Pink Ethnic Motifs Flared Suit', ' 8905134653080': ' Indigo Ethnic Motifs Flared Top', ' 8905724196317': ' Sunehri Printed Co-ords Set', ' 8905724196133': ' Blue Cobalt Floral Dress', ' 8905724180484': ' Shades Of Red Co-ords Set', ' 8905134639794': ' Plum Ethnic Motifs Straight Top', ' 8905134931232': ' Yellow Sunny Top-Shorts Set', ' 8905134832676': ' Pink Floral Flared Gown'}","['Dresses', ' Tops', ' Sets', ' Co-ords', ' Celebratory Must-Haves']","['All Clothing', ' Collections']",109,1,17869.0
2,129735889.17044604,{'8905134930112': 'Plum Ethnic Motifs Straight Top'},['Tops'],['All Clothing'],84,3,11630.0
2,129735889.17044604,{'8905724371936': 'Jhilmil Gharara Set'},['Kurta Sets'],['Kurtas &amp; Kurta Sets'],84,3,11630.0
2,129735889.17044604,{'8905724539220': 'The Shehzaadi Dress'},['Dresses'],['All Clothing'],84,3,11630.0
0,1627354730.1695735,{'8905134930129': 'Plum Ethnic Motifs Straight Top'},['Tops'],['All Clothing'],68,1,1150.0
0,204150340.1711707,{'8905134930136': 'Plum Ethnic Motifs Straight Top'},['Tops'],['All Clothing'],60,1,1150.0
1,2080628812.1709757,"{'8905134930136': 'Dark Green Floral Flared Dress', ' 8905724281501': ' Plum Ethnic Motifs Straight Top'}","['Dresses', ' Tops']",['All Clothing'],87,1,2550.0
0,1640085069.1712875,{'8905134930273': 'Red Floral Flared Gown'},['Dresses'],['All Clothing'],43,1,2400.0
1,1471812382.170762,"{'8905134930303': 'Red Floral Flared Gown', ' 8905724328527': ' Citrus Burst maxi dress'}",['Dresses'],['All Clothing'],86,1,4495.0
0,1925692938.1704912,{'8905134930310': 'Red Floral Flared Gown'},['Dresses'],['All Clothing'],71,1,3000.0
0,397216183.1710149,"{'8905134930358': 'Tie & Dye Flared Gown', ' 8905134992721': ' White Mirror Embroidery Viscose Top'}","['Dresses', ' Tops']",['All Clothing'],68,2,6135.0
0,397216183.1710149,{'8907641568055': 'Gulabi Geet Co-ords Set'},['Black Friday Sale'],['Sale'],68,2,6135.0
1,189508266.16881144,{'8905134930372': 'Red Tie & Dye Flared Gown'},['Dresses'],['All Clothing'],125,1,2250.0
1,434202192.1689062,{'8905134930372': 'Red Tie & Dye Flared Gown'},['Dresses'],['All Clothing'],107,1,2250.0
1,1847859002.1705596,{'8905134930389': 'Red Tie & Dye Flared Gown'},['Dresses'],['All Clothing'],135,1,2025.0
0,713542373.1711283,"{'8905134930464': 'White Georgette Scarf', ' 8905134378945': ' Solid beige Dupatta', ' 8905134501473': ' Hot Pink Ethnic Motifs Flared Gown', ' 8905134908494': ' Teal Ethnic Motifs Flared Kurta', ' 8905134707646': ' Black Foil Print Flared Slip-On Kurta', ' 8905134470618': ' Pretty Skies Straight Kurta', ' 8905134898832': ' Navy Chanderi Print Scarf', ' 8905134911739': ' Foil Print Flared Slip-On Shrug', ' 8905134470601': ' Solid grey Dupatta', ' 8905724369322': ' Black Scarf', ' 8905134501480': ' Green Scarf', ' 8905134931188': ' Gold Self Design Chanderi Casual Scarf'}","['Scarves &amp; Stoles', ' (not set)', ' Jackets/Shrugs', ' Kurtas', ' Dresses']","['(not set)', ' Kurtas &amp; Kurta Sets', ' All Accessories', ' All Clothing']",58,1,218.0
1,275132296.17067575,{'8905134930488': 'Teal Ethnic Motifs Flared Kurta'},['Kurtas'],['Kurtas &amp; Kurta Sets'],122,1,2250.0
1,887857652.1708828,"{'8905134930587': 'Indigo Ethnic Motifs Straight Kurta', ' 8905134932444': ' Indigo Ethnic Motifs Straight Suit'}","['Kurtas', ' Kurta Sets']",['Kurtas &amp; Kurta Sets'],98,1,4800.0
1,874029132.1708342,"{'8905134930617': 'Indigo Ethnic Motifs Straight Suit', ' 8905724326349': ' Wine Jacquard Straight Kurta', ' 8905134931096': ' Harmoni Palazzo'}","['Kurtas', ' Bottoms', ' Kurta Sets']","['Kurtas &amp; Kurta Sets', ' All Clothing']",104,1,6966.0
0,2099587961.1710684,{'8905134930785': 'Black Khadi Straight Jump Suit'},['Jumpsuits'],['All Clothing'],69,1,2550.0
0,1775650858.1714153,{'8905134930891': 'Dark Pink Ethnic Motifs Flared Set'},['Co-Ord Sets'],['Diwali Sale Upto 70% off'],37,1,2440.0
3,485558257.1708688,"{'8905134930891': 'Dark Pink Ethnic Motifs Flared Set', ' 8905724277719': ' Blue Abstract Straight Set-3', ' 8905134817239': ' Syama Cape Set', ' 8905724374067': ' Pink Floral Fit & Flare Stitched Saree'}","['Co-ords', ' Co-Ord Sets', ' Black Friday Sale']","['All Clothing', ' Diwali Sale Upto 70% off', ' Sale']",100,1,13890.0
1,1326072404.1695993,"{'8905134930891': 'Jubili Co-ords Set', ' 8905724313004': ' Dark Pink Ethnic Motifs Flared Set'}","['Co-Ord Sets', ' Women']","['Diwali Sale Upto 70% off', ' End of Season Sale']",136,1,4595.0
3,2108367829.171294,{'8905134930907': 'Dark Pink Ethnic Motifs Flared Set'},['Co-Ord Sets'],['Diwali Sale Upto 70% off'],48,2,7485.0
3,2108367829.171294,"{'8905134932529': 'Pink Ethnic Motifs Flared Suit', ' 8905134851448': ' Navy Blue Ethnic Motifs Straight Suit', ' 8905724368998': ' All About Aqua Co-ords Set'}","['Kurta Sets', ' Women']","['End of Season Sale', ' Kurtas &amp; Kurta Sets']",48,2,7485.0
1,963146738.170948,{'8905134930907': 'Dark Pink Ethnic Motifs Flared Set'},['Co-Ord Sets'],['Diwali Sale Upto 70% off'],87,1,3050.0
0,1703963311.1704376,{'8905134930907': 'Dark Pink Ethnic Motifs Flared Set'},['Co-Ord Sets'],['Diwali Sale Upto 70% off'],35,2,3790.0
0,1703963311.1704376,{'8905134944690': 'Red Floral Na Tie-Ups Skirt'},['Bottoms'],['All Clothing'],35,2,3790.0
1,426504978.1708404,{'8905134930914': 'Dark Pink Ethnic Motifs Flared Set'},['Co-Ord Sets'],['Diwali Sale Upto 70% off'],103,1,3050.0
1,1376494153.1592646,{'8905134930969': 'Purple Jacquard Straight Suit'},['Kurtas'],['Kurtas &amp; Kurta Sets'],116,1,3900.0
1,1262661898.170956,"{'8905134931119': 'Wine Ethnic Motifs Embroidered Straight Kurta', ' 8905724000652': ' Red Ethnic Motifs Straight Kurta'}",['Kurtas'],['Kurtas &amp; Kurta Sets'],90,1,1850.0
1,1000052448.170677,{'8905134931232': 'Purple Ethnic Motifs Flared Gown'},['Dresses'],['All Clothing'],116,1,2150.0
1,761878476.1706808,{'8905134931256': 'Purple Ethnic Motifs Flared Gown'},['Dresses'],['All Clothing'],122,1,1935.0
1,853987083.1706179,{'8905134931256': 'Purple Ethnic Motifs Flared Gown'},['Dresses'],['All Clothing'],129,1,1935.0
1,1683266855.1708453,{'8905134931263': 'Purple Ethnic Motifs Flared Gown'},['Dresses'],['All Clothing'],102,1,2150.0
0,1511286563.171092,"{'8905134931270': 'Purple Ethnic Motifs Flared Gown', ' 8905134907558': ' Wine Geometric Straight Concealed Zip Jump Suit'}","['Jumpsuits', ' Dresses']",['All Clothing'],74,1,4149.0
1,1954417251.1571865,"{'8905134931423': 'Off White Solid Flared Sharara', ' 8905134638858': ' Pink Solid Straight Bottom'}",['Bottoms'],['All Clothing'],96,1,3300.0
0,404158626.1710688,"{'8905134931768': 'Neelima maxi dress', ' 8905724361456': ' Dark Blue Solid Embroidered Fit And Flare Dress', ' 8905134851981': ' Coral Hues Co-ords Set', ' 8905724008627': ' Purple Foil Print Flared Skirt', ' 8905724324833': ' Indigo Foil Print Flared Skirt'}","['Dresses', ' Women', ' Bottoms']","['All Clothing', ' End of Season Sale']",77,1,151.0
1,648476097.1705669,"{'8905134931874': 'Dark Blue Solid Embroidered Fit And Flare Dress', ' 8905134851981': ' Gold Jacquard Straight Top', ' 8905724008580': ' Indigo Foil Print Flared Skirt'}","['Tops', ' Bottoms', ' Dresses']",['All Clothing'],135,1,4400.0
1,108831965.17098844,"{'8905134931966': 'Sage Green Foil Print Flared Kurta', ' 8905724120657': ' Ethnic Motifs Lace Tabard Kurta'}",['Kurtas'],['Kurtas &amp; Kurta Sets'],86,1,3600.0
1,312576507.17087173,{'8905134932406': 'Black Ethnic Motifs Flared Jump Suit'},['Jumpsuits'],['All Clothing'],99,1,1650.0
0,1763006624.1711104,{'8905134932406': 'Black Ethnic Motifs Flared Jump Suit'},['Jumpsuits'],['All Clothing'],69,1,1650.0
1,2013187265.1708925,"{'8905134932413': 'Black Floral Curved Jump Suit', ' 8905134635802': ' Black Ethnic Motifs Flared Jump Suit', ' 8905134635574': ' Maroon Floral Flared Jumpsuit'}",['Jumpsuits'],['All Clothing'],94,1,4635.0
0,1428214374.1710565,{'8905134932451': 'Indigo Ethnic Motifs Straight Kurta'},['Kurtas'],['Kurtas &amp; Kurta Sets'],78,1,1400.0
1,1566274446.170842,"{'8905134932468': 'Indigo Ethnic Motifs Straight Kurta', ' 8905134680642': ' Off White Long Length Flared Na Sharara', ' 8905134680659': ' Plum Ethnic Motifs Straight Top'}","['Kurtas', ' Bottoms', ' Tops']","['All Clothing', ' Kurtas &amp; Kurta Sets']",103,1,97.0
0,1793026684.171064,"{'8905134932468': 'Indigo Ethnic Motifs Straight Kurta', ' 8905724374326': ' Gulabo kurta'}",['Kurtas'],['Kurtas &amp; Kurta Sets'],77,1,2395.0
1,1088565007.1705148,{'8905134932529': 'Navy Blue Ethnic Motifs Straight Suit'},['Kurta Sets'],['Kurtas &amp; Kurta Sets'],130,1,2150.0
1,2049356776.165728,"{'8905134932529': 'Navy Blue Ethnic Motifs Straight Suit', ' 8905724231926': ' Wine Ethnic Motifs Straight Set-2'}",['Kurta Sets'],['Kurtas &amp; Kurta Sets'],130,1,3900.0
0,642335369.1712776,{'8905134932543': 'Navy Blue Ethnic Motifs Straight Suit'},['Kurta Sets'],['Kurtas &amp; Kurta Sets'],50,1,1720.0
0,2121649911.171116,{'8905134932758': 'Lilac Floral Embellished Dress'},['Dresses'],['All Clothing'],69,2,2645.0
0,2121649911.171116,{'8905724369452': 'Go-With-The-Flow Kurta'},['Kurtas'],['Kurtas &amp; Kurta Sets'],69,2,2645.0
1,845903349.1705568,{'8905134934578': 'Blue Ethnic Motifs Tie-Ups Jumpsuit'},['Jumpsuits'],['All Clothing'],136,1,800.0
0,1228630556.1710906,"{'8905134944683': 'Primrose Top\u200b', ' 8905724328527': ' Red Floral Na Tie-Ups Skirt', ' 8905724372100': ' Citrus Burst maxi dress'}","['Dresses', ' Tops', ' Bottoms']",['All Clothing'],74,1,72.0
2,286180755.1708265,"{'8905134957553': 'Purple Alloy and Fabric Earring', ' 8905724111259': ' White  Brass Earring'}",['Jewellery'],['All Accessories'],81,3,6091.0
2,286180755.1708265,"{'8905724111266': 'Pink Alloy and Fabric Earring', ' 8905724111273': ' Blue Alloy and Fabric Earring'}",['Jewellery'],['All Accessories'],81,3,6091.0
2,286180755.1708265,{'8905724375835': 'Dolna Kurta Set'},['Kurta Sets'],['Kurtas &amp; Kurta Sets'],81,3,6091.0
1,739221633.1708262,{'8905134957966': 'Black Straight Ethnic Motifs Bottom'},['Bottoms'],['All Clothing'],105,1,950.0
1,462654685.17076814,{'8905134958079': 'Rose Gold Ladies Purse'},['Bags'],['All Accessories'],111,1,1500.0
0,1522978141.1710217,{'8905134958086': 'Gold Ladies Purse'},['Bags'],['All Accessories'],82,1,1500.0
1,885294798.1698346,"{'8905134958413': 'Pink Ethnic Motifs Flared Kurta', ' 8905134896524': ' Teal Floral Flared Slip-On Dress', ' 8905724175886': ' Black Zipper Bag', ' 8905724369452': ' Go-With-The-Flow Kurta'}","['All Accessories', ' Kurtas', ' Dresses']","['Girls', ' Kurtas &amp; Kurta Sets', ' All Clothing']",130,1,3565.0
1,1631056887.1613543,"{'8905134958888': 'Yellow Solid Embroidered Straight Top', ' 8905724008924': ' Yellow Flared Solid Kurta'}","['Kurtas', ' Tops']","['Kurtas &amp; Kurta Sets', ' All Clothing']",94,1,2450.0
0,1988217672.1714184,{'8905134970040': 'Blue Floral Gathered Straight Gown'},['Dresses'],['All Clothing'],36,1,1500.0
3,1010152656.1710064,"{'8905134970040': 'Blue Floral Gathered Straight Gown', ' 8905134816454': ' Hot Pink Foil Print Fit & Flare Gown', ' 8905134817222': ' Solid High-Low Dress', ' 8905134646006': ' Hot Pink Tassels Ethnic Motifs Gown', ' 8905134751250': ' Pink Floral Fit & Flare Stitched Saree', ' 8905134832676': ' Pink Smocking Floral Stitched Saree'}","['Sets', ' Co-Ord Sets', ' Dresses']","['Diwali Sale Upto 70% off', ' All Clothing']",83,1,16170.0
1,221526795.1708313,{'8905134970057': 'Blue Floral Gathered Straight Gown'},['Dresses'],['All Clothing'],104,1,1750.0
1,410112008.1708168,{'8905134970095': 'Black Top Closure Wallet'},['Bags'],['All Accessories'],105,1,800.0
0,1254639488.1710136,"{'8905134972983': 'Multi Print Scarf', ' 8905724085970': ' Teal Scarf', ' 8905724085956': ' Multi color scarf'}","['All Accessories', ' Scarves &amp; Stoles']","['All Accessories', ' Women']",83,1,1700.0
1,104878132.17086846,{'8905134973676': 'Pink Footwear'},['Footwear'],['All Accessories'],100,1,1150.0
1,1828482145.1708868,{'8905134973690': 'Pink Footwear'},['Footwear'],['All Accessories'],98,1,1150.0
2,1099980077.170902,"{'8905134973690': 'Pink Footwear', ' 8905724413988': ' Ikat Print Cotton A-Line Yellow Kurta'}","['Footwear', ' Kurtas']","['Kurtas &amp; Kurta Sets', ' All Accessories']",65,3,13798.0
2,1099980077.170902,{'8905724534560': 'Ikat Print Lime Green Cotton Flared Kurta'},['Kurtas'],['Kurtas &amp; Kurta Sets'],65,3,13798.0
2,1099980077.170902,"{'8905724574597': 'Mirror work Embroidered Kurta', ' 8905724480676': ' Half Crescent Danglers - Blue', ' 8905724154799': ' Silver Brass Earring', ' 8905724526633': ' Undyed Viscose Blend Wide Leg Pants', ' 8905724436833': ' Ethnic Motif Printed Black Viscose Kurta'}","['Jewellery', ' Kurtas', ' Bottoms']","['Kurtas &amp; Kurta Sets', ' All Accessories', ' All Clothing']",65,3,13798.0
3,1795663734.1706996,"{'8905134974345': 'Gold Alloy Kundan Earring', ' 8905134470625': ' Indigo Floral Flared Jumpsuit', ' 8905134639619': ' Sage Green Metal Alloy Earring', ' 8905724326295': ' Harmoni Palazzo', ' 8905134903550': ' Teal Foil Print Kurta', ' 8905134902768': ' Solid Sage Green Dupatta', ' 8905724371837': ' Gold Footwear', ' 8905134716976': ' Chandan Kurta Set'}","['Bottoms', ' Jumpsuits', ' Kurtas', ' Footwear', ' Scarves &amp; Stoles', ' Jewellery', ' Kurta Sets']","['All Accessories', ' All Clothing', ' Kurtas &amp; Kurta Sets']",119,1,13257.0
1,908306332.1704344,{'8905134974352': 'Gold Footwear'},['Footwear'],['All Accessories'],136,1,1250.0
0,933754875.1714053,{'8905134974406': 'Pink Footwear'},['Accessories upto 50% Off'],['Sale'],38,1,1250.0
1,823228592.1705633,"{'8905134974413': 'Pink Footwear', ' 8905134974536': ' Off White Footwear'}","['Accessories upto 50% Off', ' Footwear']","['All Accessories', ' Sale']",132,1,2150.0
1,614855081.1694238,{'8905134974451': 'Black Footwear'},['Footwear'],['All Accessories'],93,1,1100.0
1,839191325.1706442,{'8905134974482': 'Black Footwear'},['Footwear'],['All Accessories'],126,1,1100.0
1,1964276185.1708057,{'8905134974499': 'Black Footwear'},['Footwear'],['All Accessories'],98,1,1800.0
0,2073960649.1713853,{'8905134974543': 'Off White Footwear'},['Footwear'],['All Accessories'],40,1,1100.0
1,1726325077.170662,"{'8905134974543': 'Off White Footwear', ' 8905134974000': ' Peach Footwear'}",['Footwear'],['All Accessories'],124,1,2300.0
1,1322903969.16246,"{'8905134974581': 'Gold Footwear', ' 8905134468608': ' Black Footwear', ' 8905134958086': ' Black Sling Hand Bag', ' 8905134974345': ' Gold Ladies Purse'}","['Bags', ' Footwear']",['All Accessories'],97,1,5400.0
0,852359281.1711799,{'8905134974703': 'Pink Footwear'},['Footwear'],['All Accessories'],64,1,1100.0
1,1033693604.1706432,{'8905134974710': 'Pink Footwear'},['Footwear'],['All Accessories'],126,1,1000.0
1,4962293.170661368,"{'8905134974819': 'Off White Footwear', ' 8905134897774': ' Pink Sandal', ' 8905134729631': ' Solid Flared Slip-On Dress'}","['Footwear', ' Dresses']","['All Accessories', ' All Clothing']",124,1,2810.0
1,544567292.1705433,"{'8905134974925': 'Black Floral Flared Gown', ' 8905134898894': ' White Floral Flared Kurta', ' 8905134647652': ' Maroon Chiffon Scarf', ' 8905134656654': ' Pink Printed Scarf', ' 8905724003370': ' Indigo Khadi Print Flounce Gown'}","['Scarves &amp; Stoles', ' Dresses', ' Kurtas']","['Kurtas &amp; Kurta Sets', ' All Accessories', ' All Clothing']",136,1,5517.0
1,1906083639.1709676,{'8905134975052': 'Black Shoulder Bag'},['Bags'],['All Accessories'],88,1,1500.0
1,185750856.17056948,{'8905134975052': 'Black Shoulder Bag'},['Bags'],['All Accessories'],134,1,1360.0
1,407486277.17075807,{'8905134976530': 'Pink Floral Flared Gown'},['Dresses'],['All Clothing'],113,1,1550.0
0,481460989.17122006,{'8905134976547': 'Pink Floral Flared Gown'},['Dresses'],['All Clothing'],59,1,1550.0
0,763174839.1712493,{'8905134976561': 'Pink Floral Flared Gown'},['Dresses'],['All Clothing'],56,1,1550.0
0,1552932555.1712785,"{'8905134976561': 'Hot Pink Floral Flared Set-2', ' 8905724232060': ' Pink Floral Flared Gown'}","['Kurta Sets', ' Dresses']","['Kurtas &amp; Kurta Sets', ' All Clothing']",52,1,2800.0
0,1956041358.171229,"{'8905134976561': 'Happy Go Lucky dress', ' 8905724373848': ' Pink Floral Flared Gown', ' 8905724003387': ' Black Floral Flared Gown', ' 8905724103438': ' Off White Geometric Flared Dress'}",['Dresses'],['All Clothing'],58,1,7740.0
0,889079905.1710403,{'8905134980919': 'Green Hairpin'},['Hair Accessories'],['All Accessories'],53,2,500.0
0,889079905.1710403,{'8905134980971': 'Black Hairpin'},['Hair Accessories'],['All Accessories'],53,2,500.0
1,330214085.1705507,"{'8905134980933': 'Peach Hairpin', ' 8905724295218': ' Crossandra Co-ords Set'}","['Women', ' Hair Accessories']","['All Accessories', ' End of Season Sale']",137,1,1615.0
0,519673547.16949534,{'8905134983637': 'Casual Puff Keyhole Neck Graphic Tunic'},['Kurtas'],['Kurtas &amp; Kurta Sets'],41,2,3485.0
0,519673547.16949534,{'8905724328503': 'Citrus Burst maxi dress'},['Dresses'],['All Clothing'],41,2,3485.0
0,1366211093.1703324,"{'8905134983637': 'Casual Puff Keyhole Neck Graphic Tunic', ' 8905724390562': ' Rosie Embroidered Top'}",['Kurtas'],['Kurtas &amp; Kurta Sets'],44,1,1940.0
0,1046081098.1713014,"{'8905134983644': 'Casual Puff Keyhole Neck Graphic Tunic', ' 8905134854340': ' Beige Solid Straight Bottom'}","['Kurtas', ' Bottoms']","['All Clothing', ' Kurtas &amp; Kurta Sets']",45,1,1695.0
0,1849713104.171352,{'8905134983651': 'Casual Puff Keyhole Neck Graphic Tunic'},['Kurtas'],['Kurtas &amp; Kurta Sets'],36,2,4335.0
0,1849713104.171352,{'8905724368202': 'Alpona Straight Kurta'},['Kurtas'],['Kurtas &amp; Kurta Sets'],36,2,4335.0
0,268756890.1713034,{'8905134983651': 'Casual Puff Keyhole Neck Graphic Tunic'},['Kurtas'],['Kurtas &amp; Kurta Sets'],49,1,1045.0
0,647625088.1713029,"{'8905134983651': 'Floral Green Viscose Tunic', ' 8905724368806': ' Abstract Floral Print Viscose Top', ' 8905724564017': ' Casual Puff Keyhole Neck Graphic Tunic', ' 8905724410710': ' Beyond the Horizon'}","['Tops', ' Kurtas']","['Kurtas &amp; Kurta Sets', ' All Clothing']",49,1,7915.0
0,1070263777.1711832,"{'8905134983668': 'Pink Love Top', ' 8905724451843': ' Off White Embroidered Viscose Top', ' 8905724701146': ' Ikat Inspired Pink Viscose Kurta', ' 8905724444463': ' Geometric Print Viscose Top', ' 8905724598531': ' Casual Puff Keyhole Neck Graphic Tunic', ' 8905724489877': ' Warli Inspired Tunic'}","['Kurtas', ' Tops', ' Kurtas &amp; Kurta Sets']","['All Clothing', ' New Arrivals', ' Kurtas &amp; Kurta Sets']",50,1,163.0
0,1725707173.171075,{'8905134983972': 'Crop top Ikat inspired co-ord set'},['Co-ords'],['All Clothing'],38,2,6451.0
0,1725707173.171075,{'8905134993452': 'Sunflower Bright Co-Ord'},['Co-ords'],['All Clothing'],38,2,6451.0
1,1225976806.170844,{'8905134983972': 'Crop top Ikat inspired co-ord set'},['Co-ords'],['All Clothing'],102,1,3490.0
1,1527653037.170542,{'8905134983996': 'Ikat Inspired Yellow Co-ords Set'},['Kurta Sets'],['Kurtas &amp; Kurta Sets'],90,1,3990.0
3,51439693.17105805,"{'8905134983996': 'Ikat Inspired Blue Co-ord', ' 8905134994435': ' Ikat Inspired Yellow Co-ords Set'}","['Co-ords', ' Kurta Sets']","['Kurtas &amp; Kurta Sets', ' All Clothing']",78,1,9480.0
2,1402623784.1700673,{'8905134984009': 'Ikat Inspired Yellow Kurta Set'},['Kurta Sets'],['Kurtas &amp; Kurta Sets'],80,7,38030.0
2,1402623784.1700673,{'8905724370892': 'Falguni Embroidered Kurta Set'},['Kurta Sets'],['Kurtas &amp; Kurta Sets'],80,7,38030.0
2,1402623784.1700673,{'8905724480614': 'Yellow Mirror Embroidered Cotton Kurta Set'},['Kurta Sets'],['Kurtas &amp; Kurta Sets'],80,7,38030.0
2,1402623784.1700673,{'8905724512483': 'Ikat Inspired Pink Viscose Kurta Set'},['Kurta Sets'],['Kurtas &amp; Kurta Sets'],80,7,38030.0
2,1402623784.1700673,{'8905724538933': 'The Blue’S Hues Set'},['Kurta Sets'],['Kurtas &amp; Kurta Sets'],80,7,38030.0
2,1402623784.1700673,{'8905724539428': 'Pink Embroidered Kurta Set'},['Kurta Sets'],['Kurtas &amp; Kurta Sets'],80,7,38030.0
2,1402623784.1700673,{'8905724539633': 'It’s all Rosy Set'},['Kurta Sets'],['Kurtas &amp; Kurta Sets'],80,7,38030.0
0,387761364.1711389,"{'8905134984009': 'White Mirror Embroidery Viscose Top', ' 8905134992707': ' Ikat Inspired Yellow Co-ords Set'}","['Tops', ' Kurta Sets']","['All Clothing', ' Kurtas &amp; Kurta Sets']",69,1,6480.0
1,1609638714.1708663,{'8905134984016': 'Ikat Inspired Yellow Kurta Set'},['Kurta Sets'],['Kurtas &amp; Kurta Sets'],100,1,3990.0
1,285239496.1708617,{'8905134984016': 'Ikat Inspired Yellow Kurta Set'},['Kurta Sets'],['Kurtas &amp; Kurta Sets'],101,1,3990.0
0,327882011.1710347,{'8905134984016': 'Ikat Inspired Yellow Co-ords Set'},['Kurta Sets'],['Kurtas &amp; Kurta Sets'],80,1,3990.0
0,42765164.17113929,"{'8905134984016': 'Ikat Inspired Yellow Co-ords Set', ' 8907641588152': ' Neena Maxi Dress'}","['Dresses', ' Kurta Sets']","['Kurtas &amp; Kurta Sets', ' All Clothing']",68,1,7480.0
3,1451949926.1713295,"{'8905134984023': 'Ikat Inspired Yellow Co-ords Set', ' 8905134994466': ' Warli Inspired Wrap Co-ord', ' 8905724585203': ' Ikat Inspired Blue Co-ord'}",['Co-ords'],['All Clothing'],42,1,13470.0
1,1669893650.1708906,{'8905134984030': 'Ikat Inspired Yellow Kurta Set'},['Kurta Sets'],['Kurtas &amp; Kurta Sets'],97,1,73.0
0,2013840194.171316,{'8905134984030': 'Ikat Inspired Yellow Co-ords Set'},['Co-ords'],['All Clothing'],48,1,78.0
0,349086314.1712887,"{'8905134984030': 'The Electric Indigo Set', ' 8905724531095': ' Ikat Inspired Yellow Co-ords Set'}",['Co-ords'],['All Clothing'],51,1,165.0
